JobClear,companyClear,dateClean,skills,education,language,dateColect,country,cityClear,stateClear,url
Data Scientist,Satsyil Corporation,2018-01-23, model algorithm visualization data set database machine learning,,,2018-01-25,us,Alexandria,VA,https://www.glassdoor.com/partner/jobListing.htm?pos=2602&ao=4134&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_0ba99986&cb=1516882866509&jobListingId=2621274353
Staff Data Scientist,Intuit,2017-12-29, value visualization java r python cloud mathematica java python r data set database sas r sql java python database hadoop nosql mathematica mathematica hadoop,,,2018-01-25,us,San Diego,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2604&ao=133003&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_87365e9b&cb=1516882866511&jobListingId=2601425790
Data Scientist,Henry M  Jackson Foundation,2018-01-18, model visualization data set visualization data set database data set algorithm mathematica, phd,,2018-01-25,us,Bethesda,MD,https://www.glassdoor.com/partner/jobListing.htm?pos=2606&ao=189299&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c0587d5f&cb=1516882866513&jobListingId=2639195399
Data Scientist Data Engineer,Novetta,2018-01-13, value unstructured data econometrics matlab pig scala hadoop cloud aws,,,2018-01-25,us,Springfield,VA,https://www.glassdoor.com/partner/jobListing.htm?pos=2608&ao=161783&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_0cc8123b&cb=1516882866516&jobListingId=2589416929
Data Scientist,ALCOA,2018-01-17, sas,,,2018-01-25,us,United States,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=2609&ao=4465&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9b7513ce&cb=1516882866517&jobListingId=2638228484
Data Scientist,CSL Behring,2017-12-28, unstructured data value unstructured data algorithm visualization hbase pig hive python scala hadoop, phd, english german,2018-01-25,us,King of Prussia,PA,https://www.glassdoor.com/partner/jobListing.htm?pos=2610&ao=242900&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b4a178da&cb=1516882866519&jobListingId=2530491824
Data Scientist Intern,Asana,2018-01-17, model model aggregation model python spark, master phd,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2611&ao=264036&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_6a4a9dda&cb=1516882866520&jobListingId=2546559281
Advanced Scientist Analytical Lab Microscopy,Owens Corning,2017-12-28, hbase mean excel, phd,,2018-01-25,us,Granville,OH,https://www.glassdoor.com/partner/jobListing.htm?pos=2612&ao=172236&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_115d5310&cb=1516882866521&jobListingId=2600173380
Principal Data Scientist,Pitney Bowes,2018-01-19, cloud value model model model algorithm algorithm model regression model model model model model model model value correlation algorithm feature model model python r data set sql hadoop hive impala pig scala spark java php perl mathematica mathematica cloud data set parallel processing aws value, phd phd,,2018-01-25,us,Danbury,CT,https://www.glassdoor.com/partner/jobListing.htm?pos=2613&ao=231732&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_12d44a7a&cb=1516882866522&jobListingId=2640617569
Machine Learning Data Scientist,Walgreens,2018-01-14, model model algorithm algorithm model,,,2018-01-25,us,Deerfield,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=2614&ao=280267&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_87b825a6&cb=1516882866523&jobListingId=2636707807
Data Scientist,ThreatMetrix,2018-01-11, cloud median sas hadoop impala kafka spark cassandra mathematica algorithm unstructured data feature algorithm feature regression model java python hadoop spark kafka impala data set, phd, english,2018-01-25,us,San Jose,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2615&ao=14295&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_06528320&cb=1516882866525&jobListingId=2564844736
Data Analytics Intern Summer,Pixar,2017-12-30, unstructured data server metadata feature regression python pandas kafka elasticsearch mongodb volume, bachelor,,2018-01-25,us,Emeryville,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2616&ao=264160&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_47a493cf&cb=1516882866526&jobListingId=2601816847
Data Scientist,AllianceBernstein,2018-01-09, server algorithm python r unstructured data algorithm scripting unstructured data data set hadoop spark cloud algorithm model sql nosql model model value, phd,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=2617&ao=4120&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ac802375&cb=1516882866527&jobListingId=2631032211
Data Scientist,Understory,2017-12-26, cloud model mathematica algorithm python value,,,2018-01-25,us,Madison,WI,https://www.glassdoor.com/partner/jobListing.htm?pos=2618&ao=176976&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_893620d5&cb=1516882866528&jobListingId=2576492890
Data Scientist,,2018-01-20, model model econometrics model model data set model data set model mathematica model overfitting model model r python stata sas,,,2018-01-25,us,ND,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=2619&ao=160631&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_76657bcf&cb=1516882866529&jobListingId=2641632591
Data Scientist,Navstar,2017-12-29, excel data set algorithm mean algorithm database machine learning clustering classification algorithm data set matrix java clustering python perl r r,,,2018-01-25,us,Reston,VA,https://www.glassdoor.com/partner/jobListing.htm?pos=2620&ao=135571&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c190941e&cb=1516882866530&jobListingId=2508986864
Data Scientist Alexa Engine,Amazon,2018-01-02, model visualization python r model, bachelor,,2018-01-25,us,Sunnyvale,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2621&ao=297635&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_51e692ae&cb=1516882866532&jobListingId=2533983448
Data Scientist,CVS Health,2018-01-02, model model model regression model model regression model model r python sas java econometrics mathematica econometrics mathematica value aws aws, phd master,,2018-01-25,us,Northbrook,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=2622&ao=133456&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a6a08634&cb=1516882866533&jobListingId=2557527822
Data Scientist,,2018-01-19, algorithm model algorithm data set data set mathematica python pandas model data set nosql cloud,,,2018-01-25,us,ND,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=2623&ao=66506&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_08abeec5&cb=1516882866535&jobListingId=2640420152
Data Scientist,Aptima,2018-01-17, mathematica hbase mathematica mathematica algorithm mathematica matlab matlab java vector model, master,,2018-01-25,us,Dayton,OH,https://www.glassdoor.com/partner/jobListing.htm?pos=2624&ao=4342&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_950330e0&cb=1516882866536&jobListingId=2617135216
Data Scientist,NorthShore University HealthSystem,2018-01-20, spark model model server mathematica model r python, phd,,2018-01-25,us,Skokie,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=2625&ao=3839&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_90e2a754&cb=1516882866538&jobListingId=2641543999
DATA SCIENTIST,Home Depot,2018-01-09, algorithm data set algorithm model data set model model lift data set hue, phd phd,,2018-01-25,us,Austin,TX,https://www.glassdoor.com/partner/jobListing.htm?pos=2626&ao=133182&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b8ef3193&cb=1516882866539&jobListingId=2631291634
Data Scientist,Corning,2018-01-06, value regression algorithm model mathematica matlab r sas java, phd,,2018-01-25,us,Corning,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=2627&ao=4120&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f9c7c714&cb=1516882866540&jobListingId=2608601277
Data Scientist Machine Learning AI,Etsy,2018-01-24, algorithm value query value python java value, phd,,2018-01-25,us,Brooklyn,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=2628&ao=133756&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1b541bdb&cb=1516882866542&jobListingId=2243014142
Data Scientist,,2018-01-23, algorithm visualization data set database data set mathematica mathematica visualization, bachelor master,,2018-01-25,us,ND,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=2629&ao=52448&s=58&guid=000001612d43ae4dbd29cccb1e2e0846&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f943c4be&cb=1516882866542&jobListingId=2643765135
Senior Data Scientist,Novetta,2018-01-13, model spark python r feature cloud elasticsearch hadoop aws spark python visualization javascript value,,,2018-01-25,us,Washington,DC,https://www.glassdoor.com/partner/jobListing.htm?pos=2702&ao=161783&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c17bde58&cb=1516883066481&jobListingId=2589416911
Data Scientist,BBG Management,2018-01-17, correlation,,,2018-01-25,us,Springfield,VA,https://www.glassdoor.com/partner/jobListing.htm?pos=2703&ao=140103&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_74c7fba1&cb=1516883066482&jobListingId=2448694822
Principal Data Scientist,Walmart eCommerce,2018-01-19, machine learning algorithm algorithm machine learning java python mapreduce hadoop hive spark spark r algorithm sas machine learning algorithm algorithm, phd master,,2018-01-25,us,Sunnyvale,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2704&ao=155510&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_aedb6830&cb=1516883066483&jobListingId=2548321480
Data Scientist,The Execu Search Group,2018-01-19, data set feature data set feature matlab python,,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=2705&ao=135009&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_377e590e&cb=1516883066484&jobListingId=2571833559
Associate Scientist Biology,,2018-01-14, mode, bachelor master,,2018-01-25,us,ND,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=2706&ao=300665&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_4352a9ce&cb=1516883066485&jobListingId=2636397072
Data Scientist,PopHealthCare,2018-01-04, model algorithm mathematica volume visualization r model,,,2018-01-25,us,Franklin,TN,https://www.glassdoor.com/partner/jobListing.htm?pos=2708&ao=85058&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_340c7104&cb=1516883066487&jobListingId=2641541370
Data Scientist,,2018-01-20, model outlier feature algorithm scripting, master,,2018-01-25,us,ND,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=2709&ao=4120&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1832e4e9&cb=1516883066488&jobListingId=2596197490
Data Scientist,NCSA,2018-01-05, model median value r python python javascript database sql aws aws,,,2018-01-25,us,Chicago,IL,https://www.glassdoor.com/partner/jobListing.htm?pos=2710&ao=134369&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_de88efd7&cb=1516883066489&jobListingId=2627940639
Staff Data Scientist,Walmart eCommerce,2018-01-12, model algorithm visualization dashboard hcatalog  model r sas spss hbase model algorithm visualization dashboard hcatalog  model,,,2018-01-25,us,Sunnyvale,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2711&ao=155510&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ea4cb279&cb=1516883066490&jobListingId=2614144082
Data Scientist Intern,Asurion,2018-01-17, big data correlation volume visualization model regression model model sql python r sas python java scala hadoop spark, phd,,2018-01-25,us,Nashville,TN,https://www.glassdoor.com/partner/jobListing.htm?pos=2712&ao=294015&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_45aa961c&cb=1516883066492&jobListingId=2638920896
Data Scientist,Washington State University,2018-01-10, database, bachelor,,2018-01-25,us,Pullman,WA,https://www.glassdoor.com/partner/jobListing.htm?pos=2713&ao=173065&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5cf98077&cb=1516883066493&jobListingId=2635478288
Data scientist,Stripe,2018-01-17, econometrics model data set r python sql hadoop pig, phd,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2714&ao=4120&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b7fecfce&cb=1516883066494&jobListingId=2500544007
Data Scientist Modeling Team,Applecart,2017-12-29, feature correlation algorithm feature scripting pandas spark spark, phd,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=2715&ao=7438&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_33e2453b&cb=1516883066495&jobListingId=2554586475
Acoustics Scientist,ENSCO,2018-01-24, algorithm matlab model model correlation excel sql database python,,,2018-01-25,us,Melbourne,FL,https://www.glassdoor.com/partner/jobListing.htm?pos=2716&ao=243457&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c0200dcd&cb=1516883066496&jobListingId=2621382743
Data Architect Scientist,Tetra Tech,2018-01-16, database model sql visualization tableau r database database model database database database sql visualization server value,,,2018-01-25,us,Oklahoma City,OK,https://www.glassdoor.com/partner/jobListing.htm?pos=2717&ao=3839&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_71eac835&cb=1516883066497&jobListingId=2545914059
Data Scientist,Marshall Wace North America L P,2018-01-13, volume algorithm hbase spark, phd,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=2718&ao=55250&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a5ff7856&cb=1516883066498&jobListingId=2635456212
Data Scientist,INgrooves Music Group,2017-12-28, coefficient model mathematica econometrics python scala java r sql pandas hadoop hive spark visualization clustering algorithm model model algorithm data set,,,2018-01-25,us,Los Angeles,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2719&ao=4120&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_352e5ad1&cb=1516883066499&jobListingId=2599797068
Data Scientist Risk Analytics,Signifyd,2018-01-04, model feature algorithm feature model algorithm model python sql mathematica r sql database python nosql database unstructured data spark hadoop storm model mathematica excel cloud, phd,,2018-01-25,us,San Jose,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2720&ao=288604&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4bfeb0e7&cb=1516883066500&jobListingId=2488545662
Quantitative Analyst,Riskcare,2018-01-17, mean model model mathematica mathematica model model matlab r model hbase, master phd,,2018-01-25,us,New York,NY,https://www.glassdoor.com/partner/jobListing.htm?pos=2721&ao=230547&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_3adbe2f5&cb=1516883066501&jobListingId=2475183299
Data Scientist Junior,Booz Allen Hamilton,2018-01-19, unstructured data mathematica cloud python r,,,2018-01-25,us,Troy,MI,https://www.glassdoor.com/partner/jobListing.htm?pos=2722&ao=134088&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_1b3befb6&cb=1516883066502&jobListingId=2548414844
Data Scientist,Weichert Workforce Mobility,2018-01-11, model algorithm visualization mathematica hadoop java nosql azure sql,,,2018-01-25,us,Morris Plains,NJ,https://www.glassdoor.com/partner/jobListing.htm?pos=2723&ao=4009&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_90dd9ce0&cb=1516883066503&jobListingId=2633807099
Data Scientist,Touring,2017-12-29, data scientist algorithm visualization model r sas database mathematica,, french,2018-01-25,us,United States,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=2724&ao=4120&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_7ba2360e&cb=1516883066504&jobListingId=2576753182
Data Scientist Intern,Amazon,2018-01-18, model model,,,2018-01-25,us,Seattle,WA,https://www.glassdoor.com/partner/jobListing.htm?pos=2725&ao=133043&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7d5d3dd4&cb=1516883066505&jobListingId=2501708033
Data Scientist,My Life Registry,2018-01-12, database java, bachelor,,2018-01-25,us,Fort Lee,NJ,https://www.glassdoor.com/partner/jobListing.htm?pos=2726&ao=4120&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_363b1604&cb=1516883066506&jobListingId=2588045475
Data Scientist Infrastructure,Facebook,2018-01-02, mathematica spark model model algorithm r php python hadoop sql mathematica scripting php r python sql pandas data set,,,2018-01-25,us,Menlo Park,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2727&ao=132920&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_405e9aa7&cb=1516883066507&jobListingId=2511704011
Data Scientist,SAS Institute,2018-01-10, sas sas sas sas sas sas sas model dashboard sas model sas sas visualization mathematica model model sas scripting volume sas model volume sas sas model sas sas sas sas sas sas sas sas,,,2018-01-25,us,Cary,NC,https://www.glassdoor.com/partner/jobListing.htm?pos=2728&ao=4008&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ce00a4a1&cb=1516883066508&jobListingId=2612033299
Data Scientist,Qualogy,2017-12-29, mathematica algorithm mathematica econometrics python database visualization value java cloud value, master master phd,,2018-01-25,us,United States,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=2729&ao=4470&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_553ab211&cb=1516883066510&jobListingId=2508354604
Data Scientist,ISPA Technology  LLC,2018-01-03, unstructured data scripting python php matlab sas unstructured data algorithm model algorithm model algorithm median regression correlation clustering median model algorithm data set visualization mathematica model mathematica, master,,2018-01-25,us,Springfield,VA,https://www.glassdoor.com/partner/jobListing.htm?pos=2730&ao=52448&s=58&guid=000001612d46bbc5939a5d1bf8027492&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_dbd6f49a&cb=1516883066511&jobListingId=2626592569
Sr Data Scientist,Earnest,2018-01-02, algorithm model model model model model model model model value model mathematica econometrics model model model r python model model python database sql server spark,,,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2801&ao=283501&s=58&guid=000001612d49e55d8a6efc556b54f677&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_44b0076a&cb=1516883273884&jobListingId=2534659837
Data Scientist,,2018-01-03,,,,2018-01-25,us,ND,NI,https://www.glassdoor.com/partner/jobListing.htm?pos=2803&ao=4128&s=58&guid=000001612d49e55d8a6efc556b54f677&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2bb6f83b&cb=1516883273886&jobListingId=2512512956
Data scientist,Even,2017-12-31, median model value,,,2018-01-25,us,Oakland,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2804&ao=4120&s=58&guid=000001612d49e55d8a6efc556b54f677&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_646c8825&cb=1516883273887&jobListingId=2510677150
Data Scientist Economics Legal,Uber,2018-01-06, econometrics econometrics econometrics database database econometrics sql python r, bachelor master, english,2018-01-25,us,San Francisco,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2805&ao=101639&s=58&guid=000001612d49e55d8a6efc556b54f677&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_58f1f463&cb=1516883273889&jobListingId=2608440762
Data Scientist,UTC Aerospace Systems,2018-01-03, mathematica hbase algorithm algorithm classification de-identification algorithm cloud r python, phd,,2018-01-25,us,Westford,MA,https://www.glassdoor.com/partner/jobListing.htm?pos=2806&ao=55774&s=58&guid=000001612d49e55d8a6efc556b54f677&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8b4bb8f1&cb=1516883273889&jobListingId=2626111791
Subsurface Data Scientist,Devon Energy,2018-01-18,,,,2018-01-25,us,Oklahoma City,OK,https://www.glassdoor.com/partner/jobListing.htm?pos=2807&ao=4120&s=58&guid=000001612d49e55d8a6efc556b54f677&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_cf17d538&cb=1516883273890&jobListingId=2547787075
Data Scientist,SupplyFrame,2018-01-05,,,,2018-01-25,us,Los Angeles,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2808&ao=4120&s=58&guid=000001612d49e55d8a6efc556b54f677&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_65516b55&cb=1516883273892&jobListingId=2513931269
Data Scientist,HD Supply,2018-01-09, algorithm visualization data set volume data set database mathematica sql sql server r python,,,2018-01-25,us,Atlanta,GA,https://www.glassdoor.com/partner/jobListing.htm?pos=2809&ao=134157&s=58&guid=000001612d49e55d8a6efc556b54f677&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_342ddf12&cb=1516883273892&jobListingId=2611043673
Medical Lab Scientist Medical Technologist,Inova,2018-01-19,,,,2018-01-25,us,Falls Church,VA,https://www.glassdoor.com/partner/jobListing.htm?pos=2810&ao=253408&s=58&guid=000001612d49e55d8a6efc556b54f677&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_92799836&cb=1516883273894&jobListingId=2619299153
Data Scientist Machine Learning Engineer,IBM,2018-01-05, model value hbase python r scala java python feature model python,,,2018-01-25,us,Phoenix,AZ,https://www.glassdoor.com/partner/jobListing.htm?pos=2811&ao=140152&s=58&guid=000001612d49e55d8a6efc556b54f677&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e2ea7995&cb=1516883273895&jobListingId=2628500703
Senior Data Scientist,Dollar Shave Club,2018-01-09, feature mathematica model model algorithm mathematica visualization mathematica python java scala sql query algorithm, phd,,2018-01-25,us,Marina del Rey,CA,https://www.glassdoor.com/partner/jobListing.htm?pos=2812&ao=295597&s=58&guid=000001612d49e55d8a6efc556b54f677&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_278803dd&cb=1516883273896&jobListingId=2492343094
